@relation cylinder-bands-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R21-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R17-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R24-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R26-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R28-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R30-36-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R38

@attribute timestamp {19900330,19900409,19900414,19900417,19900418,19900425,19900426,19900505,19900507,19900509,19900510,19900511,19900514,19900517,19900518,19900524,19900602,19900603,19900606,19900608,19900611,19900612,19900614,19900615,19900617,19900620,19900621,19900622,19900625,19900626,19900702,19900705,19900706,19900707,19900708,19900710,19900718,19900719,19900723,19900726,19900727,19900730,19900801,19900804,19900805,19900806,19900807,19900809,19900810,19900811,19900812,19900813,19900814,19900818,19900819,19900820,19900821,19900824,19900825,19900830,19900831,19900909,19900910,19900913,19900915,19900920,19900921,19900924,19900926,19901001,19901002,19901003,19901004,19901005,19901006,19901007,19901008,19901010,19901014,19901017,19901023,19901027,19901030,19901031,19901101,19901102,19901105,19901106,19901107,19901108,19901109,19901113,19901114,19901115,19901116,19901117,19901119,19901120,19901121,19901124,19901125,19901206,19901208,19901209,19901210,19901211,19901212,19901214,19901215,19901218,19901219,19901222,19901230,19910103,19910104,19910108,19910109,19910111,19910112,19910113,19910114,19910117,19910118,19910123,19910125,19910127,19910129,19910130,19910131,19910201,19910206,19910208,19910211,19910212,19910213,19910214,19910215,19910216,19910220,19910221,19910223,19910227,19910301,19910302,19910303,19910304,19910306,19910307,19910308,19910309,19910310,19910311,19910314,19910316,19910317,19910318,19910319,19910320,19910322,19910323,19910325,19910327,19910330,19910402,19910404,19910405,19910406,19910409,19910415,19910416,19910419,19910422,19910423,19910426,19910428,19910430,19910501,19910502,19910503,19910505,19910507,19910508,19910511,19910517,19910524,19910528,19910529,19910531,19910603,19910604,19910605,19910607,19910609,19910610,19910611,19910614,19910617,19910618,19910619,19910622,19910626,19910627,19910629,19910706,19910707,19910712,19910718,19910719,19910724,19910727,19910729,19910730,19910802,19910804,19910806,19910807,19910809,19910810,19910815,19910817,19910818,19910822,19910829,19910903,19910915,19910917,19910920,19910923,19910924,19911102,19911103,19911104,19911124,19911203,19911209,19911211,19920105,19920110,19920114,19920115,19920205,19920207,19920208,19920220,19920317,19920320,19920326,19920402,19920405,19920408,19920416,19920515,19920523,19920529,19920530,19920531,19920603,19920610,19920705,19920709,19920712,19920808,19920822,19920826,19920911,19920915,19920918,19920920,19921001,19921004,19921125,19921129,19930113,19930205,19930217,19930219,19930227,19930309,19930407,19930421,19930514,19930624,19930906,19930908,19930915,19930916,19930928,19931008,19940904,19940927,19941001,19941004,19941005,19941007,19941009,19941010,tabloid}
@attribute cylinder_number {1351,3,aa067,aa1,aa11,aa17,aa28,aa29,aa40,aa43,aa45,aa56,aa58,aa66,aa7,aa70,aa97,b125,b181,b6,b7,e26,e302,e303,e310,e38,e510,e67,e68,e69,e72,e74,e77,e78,e81,e83,e84,e85,e86,e90,e91,e92,ee304,f067,f103,f108,f121,f126,f131,f133,f135,f146,f159,f169,f170,f19,f192,f219,f227,f236,f237,f242,f25,f257,f26,f261,f264,f267,f294,f308,f310,f321,f329,f331,f337,f372,f374,f38,f383,f416,f450,f466,f482,f492,f510,f569,f571,f590,f601,f615,f620,f629,f633,f670,f672,f679,f685,f72,f76,f77,f85,f89,f98,g089,g108,g145,g150,g3,g38,g404,g407,g412,g416,g433,g459,g462,g465,g467,g48,g496,g5,g518,g519,g55,g572,g60,g604,g608,g625,g628,g634,g640,g648,g657,g67,g69,g71,g78,g81,g84,g95,g98,i010,i25,i301,i303,i305,i309,i311,i317,i320,i324,i325,i331,i337,i343,i346,i347,i349,i353,i354,i357,i358,i365,i366,i383,i400,i46,i49,i820,j15,j29,j33,j34,j38,j40,j42,j43,j44,j45,j582,j6,j60,j62,j68,j70,j9,m103,m200,m208,m254,m257,m260,m272,m309,m332,m337,m362,m372,m374,m39,m4,m402,m410,m432,m45,m65,m74,m93,o1,o14,o15,o2,o21,o28,o4,o5,o6,o7,o8,r1,r14,r15,r17,r18,r2,r22,r23,r25,r29,r3,r30,r32,r34,r38,r4,r43,r5,r6,r7,r9,s180,s21,t117,t133,t176,t178,t195,t200,t204,t218,t233,t234,t244,t245,t26,t280,t281,t284,t30,t31,t312,t313,t32,t333,t351,t365,t368,t380,t383,t78,t8,v376,w30,w357,w364,w368,w395,w406,w516,w717,w785,w90,w92,x001,x019,x102,x103,x108,x116,x118,x12,x126,x127,x129,x13,x132,x135,x138,x139,x141,x146,x147,x151,x153,x155,x158,x160,x163,x18,x184,x185,x195,x196,x197,x199,x201,x203,x206,x21,x216,x220,x221,x232,x235,x242,x243,x249,x25,x251,x253,x255,x264,x266,x271,x272,x273,x281,x282,x29,x291,x292,x295,x297,x304,x308,x315,x326,x333,x342,x346,x35,x350,x351,x352,x356,x36,x367,x37,x374,x377,x381,x388,x389,x390,x396,x400,x405,x408,x414,x420,x423,x53,x57,x60,x65,x66,x67,x7,x713,x720,x727,x742,x746,x750,x753,x754,x760,x766,x768,x770,x771,x776,x777,x779,x787,x788,x791,x793,x795,x798,x799,x80,x802,x804,x809,x817,x818,x819,x820,x821,x823,x826,x828,x830,x831,x837,x838,x84,x89,x9,x91,x95,x96,y209,y216,y228,y255,y270}
@attribute customer {1910,abbey,abbeypress,abbypress,adco,ames,austads,belk,belks,best,bestprod,brendls,burdines,campingworld,casliving,casualliving,cenpurch,childcraft,childworld,colorfulimage,colortil,colortile,competitivedge,cvs,downs,dunns,eckerd,eckerds,exxon,galls,global,globalequp,guideposts,gurney,hanhouse,hanoverhouse,hanoverhse,hanovrhous,hanovrhouse,hills,homeshop,homeshopping,jamesway,jcp,jcpenny,jfk,kidsrus,kmart,lazarus,lurias,massey,mervyns,modmat,natlwildlife,ntlwildlife,oldvillageshop,penney,rei,roses,sears,servmerch,sheplers,target,toysrus,tvguide,uscav,venture,walmart,wards,woolworth,woolwrth,yieldhouse}
@attribute job_number numeric
@attribute grain_screened {45,no,yes}
@attribute ink_color {0.200,key}
@attribute proof_on_ctd_ink {17,no,yes}
@attribute blade_mfg {84,benton,uddeholm}
@attribute cylinder_division {0.8125,gallatin}
@attribute paper_type {27,coated,super,uncoated}
@attribute ink_type {coated,cover,uncoated}
@attribute direct_steam {1865,no,yes}
@attribute solvent_type {line,naptha,xylol}
@attribute type_on_cylinder {no,yes}
@attribute press_type {albert70,motter70,motter94,woodhoe70}
@attribute press {802,813,815,816,821,824,827,828}
@attribute unit_number {'\'(-inf-1.9]\'','\'(1.9-2.8]\'','\'(2.8-3.7]\'','\'(3.7-4.6]\'','\'(4.6-5.5]\'','\'(5.5-6.4]\'','\'(6.4-7.3]\'','\'(7.3-8.2]\'','\'(8.2-9.1]\'','\'(9.1-inf)\''}
@attribute cylinder_size {0.7,catalog,spiegel,tabloid}
@attribute paper_mill_location {canadian,mideuropean,northus,scandanavian,southus}
@attribute plating_tank {40,1910,1911}
@attribute proof_cut {'\'(-inf-29.75]\'','\'(29.75-34.5]\'','\'(34.5-39.25]\'','\'(39.25-44]\'','\'(44-48.75]\'','\'(48.75-53.5]\'','\'(53.5-58.25]\'','\'(58.25-63]\'','\'(63-67.75]\'','\'(67.75-inf)\''}
@attribute viscosity numeric
@attribute caliper {.200,0.133,0.167,0.2,0.200,0.217,0.233,0.25,0.267,0.283,0.3,0.300,0.333,0.35,0.367,0.4,0.433,0.467,0.5,0.533,band}
@attribute ink_temperature {'\'(-inf-12.53]\'','\'(12.53-13.86]\'','\'(13.86-15.19]\'','\'(15.19-16.52]\'','\'(16.52-17.85]\'','\'(17.85-19.18]\'','\'(19.18-20.51]\'','\'(20.51-21.84]\'','\'(21.84-23.17]\'','\'(23.17-inf)\''}
@attribute humifity numeric
@attribute roughness {'\'(-inf-0.175625]\'','\'(0.175625-0.295]\'','\'(0.295-0.414375]\'','\'(0.414375-0.53375]\'','\'(0.53375-0.653125]\'','\'(0.653125-0.7725]\'','\'(0.7725-0.891875]\'','\'(0.891875-1.01125]\'','\'(1.01125-1.130625]\'','\'(1.130625-inf)\''}
@attribute blade_pressure numeric
@attribute varnish_pct {'\'(-inf-3.58]\'','\'(3.58-7.16]\'','\'(7.16-10.74]\'','\'(10.74-14.32]\'','\'(14.32-17.9]\'','\'(17.9-21.48]\'','\'(21.48-25.06]\'','\'(25.06-28.64]\'','\'(28.64-32.22]\'','\'(32.22-inf)\''}
@attribute press_speed numeric
@attribute ink_pct {'\'(-inf-44.59]\'','\'(44.59-48.18]\'','\'(48.18-51.77]\'','\'(51.77-55.36]\'','\'(55.36-58.95]\'','\'(58.95-62.54]\'','\'(62.54-66.13]\'','\'(66.13-69.72]\'','\'(69.72-73.31]\'','\'(73.31-inf)\''}
@attribute solvent_pct {'\'(-inf-25.14]\'','\'(25.14-28.28]\'','\'(28.28-31.42]\'','\'(31.42-34.56]\'','\'(34.56-37.7]\'','\'(37.7-40.84]\'','\'(40.84-43.98]\'','\'(43.98-47.12]\'','\'(47.12-50.26]\'','\'(50.26-inf)\''}
@attribute ESA_Voltage {'\'(-inf-1.6]\'','\'(1.6-3.2]\'','\'(3.2-4.8]\'','\'(4.8-6.4]\'','\'(6.4-8]\'','\'(8-9.6]\'','\'(9.6-11.2]\'','\'(11.2-12.8]\'','\'(12.8-14.4]\'','\'(14.4-inf)\''}
@attribute ESA_Amperage {'\'(-inf-0.6]\'','\'(0.6-1.2]\'','\'(1.2-1.8]\'','\'(1.8-2.4]\'','\'(2.4-3]\'','\'(3-3.6]\'','\'(3.6-4.2]\'','\'(4.2-4.8]\'','\'(4.8-5.4]\'','\'(5.4-inf)\''}
@attribute wax {'\'(-inf-0.31]\'','\'(0.31-0.62]\'','\'(0.62-0.93]\'','\'(0.93-1.24]\'','\'(1.24-1.55]\'','\'(1.55-1.86]\'','\'(1.86-2.17]\'','\'(2.17-2.48]\'','\'(2.48-2.79]\'','\'(2.79-inf)\''}
@attribute hardener {'\'(-inf-0.3]\'','\'(0.3-0.6]\'','\'(0.6-0.9]\'','\'(0.9-1.2]\'','\'(1.2-1.5]\'','\'(1.5-1.8]\'','\'(1.8-2.1]\'','\'(2.1-2.4]\'','\'(2.4-2.7]\'','\'(2.7-inf)\''}
@attribute roller_durometer {'\'(-inf-31.2]\'','\'(31.2-34.4]\'','\'(34.4-37.6]\'','\'(37.6-40.8]\'','\'(40.8-44]\'','\'(44-47.2]\'','\'(47.2-50.4]\'','\'(50.4-53.6]\'','\'(53.6-56.8]\'','\'(56.8-inf)\''}
@attribute current_density {30,33,35,37,40,42,45}
@attribute anode_space_ratio {'\'(-inf-86.783]\'','\'(86.783-90.236]\'','\'(90.236-93.689]\'','\'(93.689-97.142]\'','\'(97.142-100.595]\'','\'(100.595-104.048]\'','\'(104.048-107.501]\'','\'(107.501-110.954]\'','\'(110.954-114.407]\'','\'(114.407-inf)\''}
@attribute chrome_content {90,95,100}
@attribute Class {band,noband}

@data
19910428,x9,toysrus,35871,no,key,no,benton,gallatin,coated,coated,no,line,yes,motter94,824,'\'(8.2-9.1]\'',tabloid,canadian,1911,'\'(34.5-39.25]\'',56,0.233,'\'(15.19-16.52]\'',82,'\'(0.53375-0.653125]\'',28,'\'(3.58-7.16]\'',2100,'\'(55.36-58.95]\'','\'(37.7-40.84]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(1.55-1.86]\'','\'(0.3-0.6]\'','\'(-inf-31.2]\'',40,'\'(100.595-104.048]\'',100,noband
19910428,x21,toysrus,35871,no,key,no,benton,gallatin,coated,coated,no,line,yes,motter94,824,'\'(1.9-2.8]\'',tabloid,canadian,1911,'\'(34.5-39.25]\'',56,0.2,'\'(13.86-15.19]\'',80,'\'(0.7725-0.891875]\'',40,'\'(7.16-10.74]\'',2100,'\'(51.77-55.36]\'','\'(34.56-37.7]\'','\'(6.4-8]\'','\'(-inf-0.6]\'','\'(1.55-1.86]\'','\'(0.9-1.2]\'','\'(-inf-31.2]\'',40,'\'(97.142-100.595]\'',100,noband
19910419,x220,ames,37169,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,'\'(1.9-2.8]\'',tabloid,canadian,1911,'\'(39.25-44]\'',50,0.2,'\'(15.19-16.52]\'',68,'\'(0.7725-0.891875]\'',30,'\'(-inf-3.58]\'',2400,'\'(55.36-58.95]\'','\'(40.84-43.98]\'','\'(6.4-8]\'','\'(-inf-0.6]\'','\'(2.48-2.79]\'','\'(1.2-1.5]\'','\'(31.2-34.4]\'',40,'\'(100.595-104.048]\'',100,noband
19910419,x147,ames,47169,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,'\'(8.2-9.1]\'',tabloid,canadian,1911,'\'(39.25-44]\'',50,0.233,'\'(15.19-16.52]\'',70,'\'(0.53375-0.653125]\'',30,'\'(-inf-3.58]\'',2400,'\'(55.36-58.95]\'','\'(40.84-43.98]\'','\'(6.4-8]\'','\'(-inf-0.6]\'','\'(1.24-1.55]\'','\'(0.3-0.6]\'','\'(31.2-34.4]\'',40,'\'(100.595-104.048]\'',100,noband
19910415,e92,kmart,32360,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,827,'\'(1.9-2.8]\'',tabloid,?,1910,?,59,0.233,'\'(13.86-15.19]\'',80,'\'(0.891875-1.01125]\'',20,'\'(3.58-7.16]\'',?,'\'(55.36-58.95]\'','\'(37.7-40.84]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(1.86-2.17]\'','\'(2.4-2.7]\'','\'(31.2-34.4]\'',40,'\'(104.048-107.501]\'',100,noband
19910415,e85,kmart,32360,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,827,'\'(8.2-9.1]\'',tabloid,?,1911,'\'(34.5-39.25]\'',59,0.233,'\'(15.19-16.52]\'',75,'\'(0.653125-0.7725]\'',20,'\'(3.58-7.16]\'',?,'\'(51.77-55.36]\'','\'(40.84-43.98]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(2.48-2.79]\'','\'(1.2-1.5]\'','\'(31.2-34.4]\'',40,'\'(104.048-107.501]\'',100,noband
19910409,f685,bestprod,37822,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,woodhoe70,816,'\'(8.2-9.1]\'',catalog,northus,1911,'\'(39.25-44]\'',54,0.2,'\'(15.19-16.52]\'',76,'\'(0.414375-0.53375]\'',38,'\'(3.58-7.16]\'',1736,'\'(55.36-58.95]\'','\'(37.7-40.84]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(2.48-2.79]\'','\'(1.2-1.5]\'','\'(34.4-37.6]\'',40,'\'(100.595-104.048]\'',100,noband
19910409,f569,bestprod,37822,no,key,yes,benton,gallatin,uncoated,cover,no,line,yes,woodhoe70,816,'\'(1.9-2.8]\'',catalog,northus,1911,'\'(39.25-44]\'',54,0.2,'\'(15.19-16.52]\'',78,'\'(0.414375-0.53375]\'',34,'\'(3.58-7.16]\'',1736,'\'(55.36-58.95]\'','\'(34.56-37.7]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(2.48-2.79]\'','\'(0.9-1.2]\'','\'(34.4-37.6]\'',40,'\'(100.595-104.048]\'',100,noband
19910426,x139,hanhouse,37994,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,821,'\'(1.9-2.8]\'',tabloid,northus,1911,'\'(53.5-58.25]\'',45,0.267,'\'(15.19-16.52]\'',79,'\'(0.53375-0.653125]\'',20,'\'(14.32-17.9]\'',1850,'\'(51.77-55.36]\'','\'(31.42-34.56]\'','\'(3.2-4.8]\'','\'(-inf-0.6]\'','\'(2.48-2.79]\'','\'(0.9-1.2]\'','\'(31.2-34.4]\'',40,'\'(97.142-100.595]\'',100,noband
19910430,x12,tvguide,25519,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,motter94,821,'\'(6.4-7.3]\'',tabloid,northus,1910,'\'(48.75-53.5]\'',64,0.4,'\'(15.19-16.52]\'',82,'\'(0.53375-0.653125]\'',30,'\'(-inf-3.58]\'',1800,'\'(69.72-73.31]\'','\'(28.28-31.42]\'','\'(3.2-4.8]\'','\'(-inf-0.6]\'','\'(2.48-2.79]\'','\'(0.9-1.2]\'','\'(31.2-34.4]\'',40,'\'(100.595-104.048]\'',100,band
19910423,g518,eckerd,35458,no,key,yes,benton,gallatin,coated,coated,no,line,no,woodhoe70,816,'\'(8.2-9.1]\'',tabloid,canadian,1910,'\'(39.25-44]\'',56,0.233,'\'(15.19-16.52]\'',79,'\'(0.414375-0.53375]\'',28,'\'(-inf-3.58]\'',2300,'\'(58.95-62.54]\'','\'(37.7-40.84]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(2.48-2.79]\'','\'(1.2-1.5]\'','\'(-inf-31.2]\'',40,'\'(104.048-107.501]\'',100,band
19910605,x116,eckerd,35460,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,'\'(1.9-2.8]\'',tabloid,canadian,1910,'\'(44-48.75]\'',54,0.333,'\'(15.19-16.52]\'',76,'\'(0.7725-0.891875]\'',30,'\'(3.58-7.16]\'',2250,'\'(55.36-58.95]\'','\'(37.7-40.84]\'','\'(1.6-3.2]\'','\'(-inf-0.6]\'','\'(2.48-2.79]\'','\'(1.2-1.5]\'','\'(-inf-31.2]\'',40,'\'(104.048-107.501]\'',100,noband
19910604,x818,kmart,37365,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,828,'\'(1.9-2.8]\'',tabloid,scandanavian,1910,'\'(44-48.75]\'',68,0.4,'\'(15.19-16.52]\'',80,'\'(0.653125-0.7725]\'',30,'\'(-inf-3.58]\'',2250,'\'(55.36-58.95]\'','\'(40.84-43.98]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(1.24-1.55]\'','\'(0.9-1.2]\'','\'(34.4-37.6]\'',40,'\'(104.048-107.501]\'',100,noband
19910604,x346,kmart,37365,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,828,'\'(8.2-9.1]\'',tabloid,scandanavian,1910,'\'(44-48.75]\'',68,0.35,'\'(15.19-16.52]\'',80,'\'(0.653125-0.7725]\'',30,'\'(-inf-3.58]\'',2250,'\'(51.77-55.36]\'','\'(47.12-50.26]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(1.24-1.55]\'','\'(0.6-0.9]\'','\'(34.4-37.6]\'',40,'\'(104.048-107.501]\'',100,noband
19910605,x103,eckerd,35460,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,'\'(8.2-9.1]\'',tabloid,canadian,1910,'\'(44-48.75]\'',54,0.367,'\'(15.19-16.52]\'',74,'\'(0.53375-0.653125]\'',40,'\'(7.16-10.74]\'',2250,'\'(51.77-55.36]\'','\'(34.56-37.7]\'','\'(1.6-3.2]\'','\'(-inf-0.6]\'','\'(2.48-2.79]\'','\'(1.8-2.1]\'','\'(-inf-31.2]\'',40,'\'(104.048-107.501]\'',100,noband
19910603,e74,kmart,37365,no,key,yes,benton,gallatin,uncoated,coated,no,line,no,motter94,827,'\'(1.9-2.8]\'',tabloid,canadian,1911,'\'(34.5-39.25]\'',70,0.333,'\'(13.86-15.19]\'',64,'\'(0.653125-0.7725]\'',28,'\'(-inf-3.58]\'',1500,'\'(55.36-58.95]\'','\'(37.7-40.84]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(2.48-2.79]\'','\'(0.9-1.2]\'','\'(37.6-40.8]\'',40,'\'(104.048-107.501]\'',100,noband
19910603,e86,kmart,37365,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,motter94,827,'\'(8.2-9.1]\'',tabloid,canadian,1911,'\'(34.5-39.25]\'',70,0.4,'\'(13.86-15.19]\'',65,'\'(0.653125-0.7725]\'',25,'\'(3.58-7.16]\'',1500,'\'(51.77-55.36]\'','\'(37.7-40.84]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(2.17-2.48]\'','\'(0.9-1.2]\'','\'(37.6-40.8]\'',40,'\'(104.048-107.501]\'',100,noband
19910529,x396,wards,37338,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,824,'\'(1.9-2.8]\'',tabloid,canadian,1911,'\'(44-48.75]\'',60,0.4,'\'(13.86-15.19]\'',74,'\'(0.7725-0.891875]\'',20,'\'(7.16-10.74]\'',1600,'\'(51.77-55.36]\'','\'(34.56-37.7]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(1.86-2.17]\'','\'(1.2-1.5]\'','\'(34.4-37.6]\'',40,'\'(107.501-110.954]\'',100,noband
19910524,x155,roses,37758,no,key,yes,?,gallatin,coated,coated,no,line,yes,motter94,828,'\'(8.2-9.1]\'',tabloid,canadian,1910,'\'(39.25-44]\'',62,0.3,'\'(15.19-16.52]\'',84,'\'(0.891875-1.01125]\'',28,'\'(-inf-3.58]\'',2200,'\'(55.36-58.95]\'','\'(40.84-43.98]\'','\'(3.2-4.8]\'','\'(-inf-0.6]\'','\'(2.48-2.79]\'','\'(0.3-0.6]\'','\'(-inf-31.2]\'',40,'\'(104.048-107.501]\'',100,noband
19910524,x29,roses,35758,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,'\'(1.9-2.8]\'',tabloid,canadian,1910,'\'(39.25-44]\'',62,0.267,'\'(15.19-16.52]\'',84,'\'(0.891875-1.01125]\'',32,'\'(-inf-3.58]\'',2200,'\'(55.36-58.95]\'','\'(40.84-43.98]\'','\'(3.2-4.8]\'','\'(-inf-0.6]\'','\'(1.24-1.55]\'','\'(0.9-1.2]\'','\'(-inf-31.2]\'',40,'\'(104.048-107.501]\'',100,noband
19910430,g518,eckerd,35458,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,'\'(8.2-9.1]\'',tabloid,canadian,1910,'\'(39.25-44]\'',64,0.2,'\'(15.19-16.52]\'',85,'\'(0.891875-1.01125]\'',26,'\'(-inf-3.58]\'',2400,'\'(55.36-58.95]\'','\'(40.84-43.98]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(2.48-2.79]\'','\'(0.9-1.2]\'','\'(-inf-31.2]\'',40,'\'(100.595-104.048]\'',100,noband
19910430,g608,eckerd,35458,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,'\'(1.9-2.8]\'',tabloid,canadian,1910,'\'(39.25-44]\'',64,0.233,'\'(13.86-15.19]\'',82,'\'(0.653125-0.7725]\'',31,'\'(-inf-3.58]\'',2400,'\'(58.95-62.54]\'','\'(37.7-40.84]\'','\'(1.6-3.2]\'','\'(-inf-0.6]\'','\'(2.48-2.79]\'','\'(0.9-1.2]\'','\'(-inf-31.2]\'',40,'\'(104.048-107.501]\'',100,noband
19910531,m337,modmat,47203,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,no,albert70,802,'\'(6.4-7.3]\'',catalog,northus,1910,'\'(48.75-53.5]\'',69,0.367,'\'(16.52-17.85]\'',82,'\'(0.653125-0.7725]\'',50,'\'(-inf-3.58]\'',1700,'\'(58.95-62.54]\'','\'(34.56-37.7]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(2.79-inf)\'','\'(0.9-1.2]\'','\'(37.6-40.8]\'',40,'\'(104.048-107.501]\'',100,band
19910529,x381,wards,37338,no,key,yes,benton,gallatin,coated,coated,no,line,no,motter94,824,'\'(8.2-9.1]\'',tabloid,canadian,1911,'\'(48.75-53.5]\'',60,0.4,'\'(15.19-16.52]\'',76,'\'(0.53375-0.653125]\'',28,'\'(3.58-7.16]\'',1600,'\'(55.36-58.95]\'','\'(37.7-40.84]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(0.93-1.24]\'','\'(0.3-0.6]\'','\'(34.4-37.6]\'',40,'\'(107.501-110.954]\'',100,noband
19910524,j582,hills,37915,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,'\'(1.9-2.8]\'',tabloid,?,1910,'\'(48.75-53.5]\'',62,0.4,'\'(15.19-16.52]\'',98,'\'(0.653125-0.7725]\'',25,'\'(7.16-10.74]\'',1750,'\'(44.59-48.18]\'','\'(40.84-43.98]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(2.79-inf)\'','\'(1.2-1.5]\'','\'(31.2-34.4]\'',40,'\'(107.501-110.954]\'',100,noband
19910524,j62,hills,37915,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,815,'\'(8.2-9.1]\'',tabloid,?,1911,'\'(48.75-53.5]\'',62,0.4,'\'(13.86-15.19]\'',96,'\'(0.653125-0.7725]\'',26,'\'(10.74-14.32]\'',1950,'\'(48.18-51.77]\'','\'(37.7-40.84]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(2.79-inf)\'','\'(0.6-0.9]\'','\'(31.2-34.4]\'',40,'\'(107.501-110.954]\'',100,noband
19910528,f510,modmat,47203,yes,key,yes,benton,gallatin,uncoated,uncoated,no,line,yes,motter70,813,'\'(-inf-1.9]\'',catalog,northus,1910,'\'(48.75-53.5]\'',68,0.367,'\'(12.53-13.86]\'',70,?,?,'\'(17.9-21.48]\'',1700,'\'(44.59-48.18]\'','\'(31.42-34.56]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(2.48-2.79]\'','\'(0.9-1.2]\'','\'(37.6-40.8]\'',40,'\'(104.048-107.501]\'',100,band
19910604,y216,kmart,37305,no,key,yes,benton,gallatin,uncoated,coated,no,line,yes,woodhoe70,815,'\'(8.2-9.1]\'',tabloid,scandanavian,1911,'\'(34.5-39.25]\'',68,0.4,'\'(13.86-15.19]\'',90,'\'(0.7725-0.891875]\'',30,'\'(3.58-7.16]\'',1500,'\'(58.95-62.54]\'','\'(31.42-34.56]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(2.48-2.79]\'','\'(0.9-1.2]\'','\'(34.4-37.6]\'',40,'\'(104.048-107.501]\'',100,band
19910610,g089,wards,37501,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,'\'(1.9-2.8]\'',tabloid,?,1910,?,56,0.3,'\'(15.19-16.52]\'',84,'\'(0.175625-0.295]\'',30,'\'(3.58-7.16]\'',2244,'\'(51.77-55.36]\'','\'(40.84-43.98]\'','\'(4.8-6.4]\'','\'(-inf-0.6]\'','\'(2.79-inf)\'','\'(0.6-0.9]\'','\'(-inf-31.2]\'',40,'\'(107.501-110.954]\'',100,noband
19910610,g572,wards,37501,no,key,yes,benton,gallatin,coated,coated,no,line,yes,woodhoe70,816,'\'(8.2-9.1]\'',tabloid,?,?,'\'(29.75-34.5]\'',56,0.367,'\'(13.86-15.19]\'',79,'\'(0.295-0.414375]\'',28,'\'(3.58-7.16]\'',2244,'\'(51.77-55.36]\'','\'(40.84-43.98]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(1.55-1.86]\'','\'(0.3-0.6]\'','\'(-inf-31.2]\'',40,'\'(104.048-107.501]\'',100,noband
19910611,x390,ames,37177,no,key,yes,benton,gallatin,coated,coated,no,line,yes,motter94,828,'\'(1.9-2.8]\'',tabloid,canadian,1910,'\'(39.25-44]\'',56,0.3,'\'(16.52-17.85]\'',82,'\'(0.653125-0.7725]\'',30,'\'(-inf-3.58]\'',2550,'\'(51.77-55.36]\'','\'(47.12-50.26]\'','\'(-inf-1.6]\'','\'(-inf-0.6]\'','\'(1.86-2.17]\'','\'(0.9-1.2]\'','\'(31.2-34.4]\'',40,'\'(100.595-104.048]\'',100,noband
